Année du Baccalauréat;Enseignements de spécialité;Formation;Nombre de candidats bacheliers ayant confirmé au moins un vœu;Nombre de candidats bacheliers ayant reçu au moins une proposition d'admission;Nombre de candidats bacheliers ayant accepté une proposition d'admission
2021;Littérature et langues et cultures de l'Antiquité,Art;Licence Sciences religieuses;1;1.0;1
2021;Littérature et langues et cultures de l'Antiquité,Art;BUT Production;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Art;BTS Production;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Art;CPGE ECG;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Art;CPGE S;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Art;CUPGE;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Chimie;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Formation générale aux métiers de l ingénieur;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Géographie;17;12.0;0
2021;Littérature et langues et cultures de l'Antiquité,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Informatique;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Pluri Sciences de la vie, de la santé, de la terre et de l univers;1;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Psychlogie, Sciences cognitives;9;5.0;2
2021;Littérature et langues et cultures de l'Antiquité,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Sciences de gestion;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Sciences de l information et de la communication;9;4.0;1
2021;Littérature et langues et cultures de l'Antiquité,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Sciences et technologies industrielles;4;1.0;0
2021;Littérature et langues et cultures de l'Antiquité,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Sciences politiques;9;1.0;0
2021;Littérature et langues et cultures de l'Antiquité,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Sciences économiques;2;1.0;1
2021;Littérature et langues et cultures de l'Antiquité,Histoire-Géographie, Géopolitique et Sciences politiques;CPGE S;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Histoire-Géographie, Géopolitique et Sciences politiques;Ecoles de Commerce;1;1.0;1
2021;Littérature et langues et cultures de l'Antiquité,Histoire-Géographie, Géopolitique et Sciences politiques;Autres formations;15;5.0;3
2021;Littérature et langues et cultures de l'Antiquité,Histoire-Géographie, Géopolitique et Sciences politiques;DCG;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Histoire-Géographie, Géopolitique et Sciences politiques;Formations des écoles nationales vétérinaires;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Humanités, Littérature et Philosophie;Licence Informatique;3;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Humanités, Littérature et Philosophie;Licence Langues et littératures étrangères;64;54.0;20
2021;Littérature et langues et cultures de l'Antiquité,Humanités, Littérature et Philosophie;Licence Psychlogie, Sciences cognitives;46;21.0;9
2021;Littérature et langues et cultures de l'Antiquité,Humanités, Littérature et Philosophie;Licence STAPS;4;1.0;0
2021;Littérature et langues et cultures de l'Antiquité,Humanités, Littérature et Philosophie;Licence Sciences de l univers, de la terre, de l espace;2;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Humanités, Littérature et Philosophie;Licence Sciences de l éducation;19;11.0;0
2021;Littérature et langues et cultures de l'Antiquité,Humanités, Littérature et Philosophie;Licence Sciences et technologies industrielles;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Humanités, Littérature et Philosophie;Licence Sciences politiques;11;2.0;0
2021;Littérature et langues et cultures de l'Antiquité,Humanités, Littérature et Philosophie;Licence Sociologie, Démographie;19;14.0;3
2021;Littérature et langues et cultures de l'Antiquité,Humanités, Littérature et Philosophie;BUT Production;4;2.0;2
2021;Littérature et langues et cultures de l'Antiquité,Humanités, Littérature et Philosophie;BTS Agricole;7;6.0;5
2021;Littérature et langues et cultures de l'Antiquité,Humanités, Littérature et Philosophie;Ecoles d'ingénieurs;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Humanités, Littérature et Philosophie;D.E sanitaire;35;19.0;10
2021;Littérature et langues et cultures de l'Antiquité,Humanités, Littérature et Philosophie;DEUST;5;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Langues, littératures et cultures étrangères et régionales;Licence AES;1;1.0;0
2021;Littérature et langues et cultures de l'Antiquité,Langues, littératures et cultures étrangères et régionales;Licence Mathématiques;1;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Langues, littératures et cultures étrangères et régionales;Licence Physique et chimie;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Langues, littératures et cultures étrangères et régionales;Licence Pluri Droit - Sciences éco - AES;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Langues, littératures et cultures étrangères et régionales;Licence Pluri Sciences humaines et sociales;1;1.0;1
2021;Littérature et langues et cultures de l'Antiquité,Langues, littératures et cultures étrangères et régionales;Licence Sciences de gestion;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Langues, littératures et cultures étrangères et régionales;Licence L.AS;38;2.0;1
2021;Littérature et langues et cultures de l'Antiquité,Langues, littératures et cultures étrangères et régionales;BUT Service;5;1.0;1
2021;Littérature et langues et cultures de l'Antiquité,Langues, littératures et cultures étrangères et régionales;BTS Agricole;3;1.0;1
2021;Littérature et langues et cultures de l'Antiquité,Langues, littératures et cultures étrangères et régionales;BTS Production;5;1.0;0
2021;Littérature et langues et cultures de l'Antiquité,Langues, littératures et cultures étrangères et régionales;BTS Service;20;7.0;5
2021;Littérature et langues et cultures de l'Antiquité,Langues, littératures et cultures étrangères et régionales;D.E  social;5;1.0;1
2021;Littérature et langues et cultures de l'Antiquité,Langues, littératures et cultures étrangères et régionales;Autres formations;11;4.0;0
2021;Littérature et langues et cultures de l'Antiquité,Langues, littératures et cultures étrangères et régionales;DCG;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Langues, littératures et cultures étrangères et régionales;DEUST;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Langues, littératures et cultures étrangères et régionales;Sciences po;1;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Mathématiques Spécialité;Licence Archéologie, Ethno, Préhistoire, Anthropologie;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Mathématiques Spécialité;Licence Arts;2;1.0;0
2021;Littérature et langues et cultures de l'Antiquité,Mathématiques Spécialité;Licence Informatique;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Mathématiques Spécialité;Licence Mécanique, Génie mécanique, Ingénierie mécanique;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Mathématiques Spécialité;Licence Physique;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Mathématiques Spécialité;Licence Pluri Sciences fondamentales et applications;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Mathématiques Spécialité;Licence Sciences du langage - Linguistique;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Mathématiques Spécialité;Licence Sciences religieuses;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Mathématiques Spécialité;Licence L.AS;4;1.0;0
2021;Littérature et langues et cultures de l'Antiquité,Mathématiques Spécialité;BUT Service;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Mathématiques Spécialité;Ecoles de Commerce;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Mathématiques Spécialité;Ensemble des bacheliers;11;11.0;10
2021;Littérature et langues et cultures de l'Antiquité,Numérique et Sciences Informatiques;Licence Géographie;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Numérique et Sciences Informatiques;Licence Mathématiques;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Numérique et Sciences Informatiques;Licence Pluri Sciences;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Numérique et Sciences Informatiques;Licence Sciences de l univers, de la terre, de l espace;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Numérique et Sciences Informatiques;Licence Sciences du langage - Linguistique;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Numérique et Sciences Informatiques;Licence Sciences juridiques;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Numérique et Sciences Informatiques;Licence Sciences religieuses;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Numérique et Sciences Informatiques;PASS;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Numérique et Sciences Informatiques;BTS Production;1;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Numérique et Sciences Informatiques;BTS Service;1;1.0;0
2021;Littérature et langues et cultures de l'Antiquité,Numérique et Sciences Informatiques;Ecoles de Commerce;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Numérique et Sciences Informatiques;Formations d'ART;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Numérique et Sciences Informatiques;Autres formations;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Numérique et Sciences Informatiques;DEUST;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Numérique et Sciences Informatiques;Sciences po;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Numérique et Sciences Informatiques;Formations des écoles nationales vétérinaires;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Physique-Chimie Spécialité;Licence Histoire;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Physique-Chimie Spécialité;Licence Informatique;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Physique-Chimie Spécialité;Licence LEA;1;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Physique-Chimie Spécialité;Licence Langues et littératures françaises;1;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Physique-Chimie Spécialité;Licence MASS;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Physique-Chimie Spécialité;Licence Mathématiques;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Physique-Chimie Spécialité;Licence Mathématiques et informatique;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Physique-Chimie Spécialité;Licence Mécanique, Génie mécanique, Ingénierie mécanique;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Physique-Chimie Spécialité;Licence Physique;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Physique-Chimie Spécialité;Licence Pluri Sciences de la vie, de la santé, de la terre et de l univers;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Physique-Chimie Spécialité;Licence Sciences de l univers, de la terre, de l espace;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Physique-Chimie Spécialité;Licence Sciences juridiques;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Physique-Chimie Spécialité;BTS Service;1;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Sciences Economiques et Sociales Spécialité;Licence Informatique;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Sciences Economiques et Sociales Spécialité;Licence LEA;2;1.0;0
2021;Littérature et langues et cultures de l'Antiquité,Sciences Economiques et Sociales Spécialité;Licence Mathématiques;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Sciences Economiques et Sociales Spécialité;Licence Mécanique, Génie mécanique, Ingénierie mécanique;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Sciences Economiques et Sociales Spécialité;Licence Physique;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Sciences Economiques et Sociales Spécialité;Licence Pluri Sciences fondamentales et applications;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Sciences Economiques et Sociales Spécialité;Licence Pluri Sciences humaines et sociales;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Sciences Economiques et Sociales Spécialité;Licence Psychlogie, Sciences cognitives;7;2.0;0
2021;Littérature et langues et cultures de l'Antiquité,Sciences Economiques et Sociales Spécialité;Licence Sciences de l éducation;3;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Sciences Economiques et Sociales Spécialité;Licence Sciences de la vie, biologie, santé;1;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Sciences Economiques et Sociales Spécialité;Licence Sciences et technologies industrielles;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Sciences Economiques et Sociales Spécialité;Licence Sciences religieuses;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Sciences Economiques et Sociales Spécialité;BUT Service;5;3.0;1
2021;Littérature et langues et cultures de l'Antiquité,Sciences Economiques et Sociales Spécialité;BTS Agricole;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Sciences de la vie et de la Terre Spécialité;Licence Arts;2;1.0;1
2021;Littérature et langues et cultures de l'Antiquité,Sciences de la vie et de la Terre Spécialité;Licence Génie civil;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Sciences de la vie et de la Terre Spécialité;Licence MASS;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Sciences de la vie et de la Terre Spécialité;Licence Pluri Langues;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Sciences de la vie et de la Terre Spécialité;Licence Pluri Sciences de la vie, de la santé, de la terre et de l univers;2;1.0;0
2021;Littérature et langues et cultures de l'Antiquité,Sciences de la vie et de la Terre Spécialité;Licence Pluri Sciences humaines et sociales;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Sciences de la vie et de la Terre Spécialité;Licence Sciences du langage - Linguistique;1;1.0;0
2021;Littérature et langues et cultures de l'Antiquité,Sciences de la vie et de la Terre Spécialité;PASS;4;3.0;2
2021;Littérature et langues et cultures de l'Antiquité,Sciences de la vie et de la Terre Spécialité;BTS Service;3;2.0;1
2021;Littérature et langues et cultures de l'Antiquité,Sciences de la vie et de la Terre Spécialité;DEUST;1;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Sciences de la vie et de la Terre Spécialité;Formations des écoles nationales vétérinaires;0;0.0;0
2021;Mathématiques Spécialité,Histoire-Géographie, Géopolitique et Sciences politiques;Licence MASS;332;196.0;29
