Année du Baccalauréat;Enseignements de spécialité;Formation;Nombre de candidats bacheliers ayant confirmé au moins un vœu;Nombre de candidats bacheliers ayant reçu au moins une proposition d'admission;Nombre de candidats bacheliers ayant accepté une proposition d'admission
2023;Sciences de l'ingénieur et sciences physiques,Langues, littératures et cultures étrangères et régionales;Licence Pluri Langues;0;0.0;0
2023;Sciences de l'ingénieur et sciences physiques,Langues, littératures et cultures étrangères et régionales;Licence Pluri Lettres - Sciences du langage - Arts;1;1.0;0
2023;Sciences de l'ingénieur et sciences physiques,Langues, littératures et cultures étrangères et régionales;Licence Sciences de l éducation;2;0.0;0
2023;Sciences de l'ingénieur et sciences physiques,Langues, littératures et cultures étrangères et régionales;Licence Sciences de la vie, biologie, santé;2;1.0;0
2023;Sciences de l'ingénieur et sciences physiques,Langues, littératures et cultures étrangères et régionales;Licence Sciences politiques;0;0.0;0
2023;Sciences de l'ingénieur et sciences physiques,Langues, littératures et cultures étrangères et régionales;PASS;2;2.0;1
2023;Sciences de l'ingénieur et sciences physiques,Numérique et Sciences Informatiques;BTS Service;152;72.0;24
2023;Sciences de l'ingénieur et sciences physiques,Numérique et Sciences Informatiques;CPGE L;2;1.0;0
2023;Sciences de l'ingénieur et sciences physiques,Numérique et Sciences Informatiques;D.E  social;2;0.0;0
2023;Sciences de l'ingénieur et sciences physiques,Numérique et Sciences Informatiques;D.E sanitaire;7;1.0;1
2023;Sciences de l'ingénieur et sciences physiques,Numérique et Sciences Informatiques;Licence Arts;32;19.0;11
2023;Sciences de l'ingénieur et sciences physiques,Numérique et Sciences Informatiques;Licence Formation générale aux métiers de l ingénieur;73;32.0;3
2023;Sciences de l'ingénieur et sciences physiques,Numérique et Sciences Informatiques;Licence Géographie;3;3.0;1
2023;Sciences de l'ingénieur et sciences physiques,Numérique et Sciences Informatiques;Licence Pluri Lettres - Langues - Sciences humaines;4;1.0;0
2023;Sciences de l'ingénieur et sciences physiques,Numérique et Sciences Informatiques;Licence Pluri Lettres - Sciences du langage - Arts;1;0.0;0
2023;Sciences de l'ingénieur et sciences physiques,Numérique et Sciences Informatiques;Licence Pluri Sciences;8;0.0;0
2023;Sciences de l'ingénieur et sciences physiques,Numérique et Sciences Informatiques;Licence Pluri Sciences de la vie, de la santé, de la terre et de l univers;2;0.0;0
2023;Sciences de l'ingénieur et sciences physiques,Numérique et Sciences Informatiques;Licence Pluri Sciences fondamentales et applications;1;0.0;0
2023;Sciences de l'ingénieur et sciences physiques,Numérique et Sciences Informatiques;Licence Pluri Sciences humaines et sociales;0;0.0;0
2023;Sciences de l'ingénieur et sciences physiques,Numérique et Sciences Informatiques;Licence Sciences de gestion;6;1.0;0
2023;Sciences de l'ingénieur et sciences physiques,Numérique et Sciences Informatiques;Licence Sciences de la vie, biologie, santé;12;0.0;0
2023;Sciences de l'ingénieur et sciences physiques,Numérique et Sciences Informatiques;Licence Sciences juridiques;19;9.0;2
2023;Sciences de l'ingénieur et sciences physiques,Numérique et Sciences Informatiques;PASS;6;0.0;0
2023;Sciences de l'ingénieur et sciences physiques,Éducation physique, pratiques et culture sportives;D.E  social;0;0.0;0
2023;Sciences de l'ingénieur et sciences physiques,Éducation physique, pratiques et culture sportives;Formations d'ART;0;0.0;0
2023;Sciences de l'ingénieur et sciences physiques,Éducation physique, pratiques et culture sportives;Licence Archéologie, Ethno, Préhistoire, Anthropologie;0;0.0;0
2023;Sciences de l'ingénieur et sciences physiques,Éducation physique, pratiques et culture sportives;Licence MASS;0;0.0;0
2023;Sciences de l'ingénieur et sciences physiques,Éducation physique, pratiques et culture sportives;Licence STAPS;3;1.0;0
2023;Sciences de l'ingénieur et sciences physiques,Éducation physique, pratiques et culture sportives;Licence Sciences de l éducation;0;0.0;0
2023;Sciences de l'ingénieur et sciences physiques,Éducation physique, pratiques et culture sportives;Licence Sciences du langage - Linguistique;0;0.0;0
2023;Sciences de l'ingénieur et sciences physiques,Éducation physique, pratiques et culture sportives;Licence Sciences juridiques;0;0.0;0
2023;Sciences de l'ingénieur et sciences physiques,Éducation physique, pratiques et culture sportives;PASS;0;0.0;0
2023;Sciences de la vie et de la Terre Spécialité,Histoire-Géographie, Géopolitique et Sciences politiques;CPGE ECG;64;32.0;10
2023;Sciences de la vie et de la Terre Spécialité,Histoire-Géographie, Géopolitique et Sciences politiques;Ecoles d'ingénieurs;68;23.0;12
2023;Sciences de la vie et de la Terre Spécialité,Histoire-Géographie, Géopolitique et Sciences politiques;Licence AES;254;149.0;28
2023;Sciences de la vie et de la Terre Spécialité,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Arts;273;150.0;38
2023;Sciences de la vie et de la Terre Spécialité,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Electronique, Génie électrique, EEA;1;0.0;0
2023;Sciences de la vie et de la Terre Spécialité,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Géographie;554;460.0;142
2023;Sciences de la vie et de la Terre Spécialité,Histoire-Géographie, Géopolitique et Sciences politiques;Licence L.AS;3726;640.0;241
2023;Sciences de la vie et de la Terre Spécialité,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Langues et littératures étrangères;290;225.0;63
2023;Sciences de la vie et de la Terre Spécialité,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Pluri Langues;5;1.0;0
2023;Sciences de la vie et de la Terre Spécialité,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Pluri Lettres - Langues - Sciences humaines;110;73.0;13
2023;Sciences de la vie et de la Terre Spécialité,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Pluri Lettres - Sciences du langage - Arts;39;22.0;4
2023;Sciences de la vie et de la Terre Spécialité,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Pluri Sciences;121;52.0;17
2023;Sciences de la vie et de la Terre Spécialité,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Psychlogie, Sciences cognitives;962;512.0;197
2023;Sciences de la vie et de la Terre Spécialité,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Sciences de gestion;91;35.0;10
2023;Sciences de la vie et de la Terre Spécialité,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Sciences juridiques;1283;911.0;395
2023;Sciences de la vie et de la Terre Spécialité,Histoire-Géographie, Géopolitique et Sciences politiques;PASS;563;200.0;77
2023;Sciences de la vie et de la Terre Spécialité,Humanités, Littérature et Philosophie;Autres formations;467;152.0;66
2023;Sciences de la vie et de la Terre Spécialité,Humanités, Littérature et Philosophie;BTS Agricole;82;53.0;21
2023;Sciences de la vie et de la Terre Spécialité,Humanités, Littérature et Philosophie;CUPGE;2;0.0;0
2023;Sciences de la vie et de la Terre Spécialité,Humanités, Littérature et Philosophie;DCG;9;2.0;1
2023;Sciences de la vie et de la Terre Spécialité,Humanités, Littérature et Philosophie;Formations des écoles nationales vétérinaires;10;0.0;0
2023;Sciences de la vie et de la Terre Spécialité,Humanités, Littérature et Philosophie;Licence AES;53;26.0;6
2023;Sciences de la vie et de la Terre Spécialité,Humanités, Littérature et Philosophie;Licence Chimie;70;10.0;2
2023;Sciences de la vie et de la Terre Spécialité,Humanités, Littérature et Philosophie;Licence Formation générale aux métiers de l ingénieur;45;2.0;0
2023;Sciences de la vie et de la Terre Spécialité,Humanités, Littérature et Philosophie;Licence Géographie;35;26.0;5
2023;Sciences de la vie et de la Terre Spécialité,Humanités, Littérature et Philosophie;Licence L.AS;2057;394.0;148
2023;Sciences de la vie et de la Terre Spécialité,Humanités, Littérature et Philosophie;Licence Pluri Langues;3;2.0;1
2023;Sciences de la vie et de la Terre Spécialité,Humanités, Littérature et Philosophie;Licence Sciences juridiques;493;341.0;134
2023;Sciences de la vie et de la Terre Spécialité,Humanités, Littérature et Philosophie;Licence Sciences économiques;17;2.0;1
2023;Sciences de la vie et de la Terre Spécialité,Langues, littératures et cultures étrangères et régionales;Autres formations;1000;282.0;92
2023;Sciences de la vie et de la Terre Spécialité,Langues, littératures et cultures étrangères et régionales;BTS Production;338;96.0;34
2023;Sciences de la vie et de la Terre Spécialité,Langues, littératures et cultures étrangères et régionales;BTS Service;1328;609.0;208
2023;Sciences de la vie et de la Terre Spécialité,Langues, littératures et cultures étrangères et régionales;BUT Production;562;131.0;52
2023;Sciences de la vie et de la Terre Spécialité,Langues, littératures et cultures étrangères et régionales;Ecoles d'ingénieurs;83;30.0;21
2023;Sciences de la vie et de la Terre Spécialité,Langues, littératures et cultures étrangères et régionales;Formations d'ART;352;73.0;42
2023;Sciences de la vie et de la Terre Spécialité,Langues, littératures et cultures étrangères et régionales;Licence MASS;17;6.0;1
2023;Sciences de la vie et de la Terre Spécialité,Langues, littératures et cultures étrangères et régionales;Licence Pluri Langues;21;8.0;1
2023;Sciences de la vie et de la Terre Spécialité,Langues, littératures et cultures étrangères et régionales;Licence Pluri Lettres - Sciences du langage - Arts;22;10.0;0
2023;Sciences de la vie et de la Terre Spécialité,Langues, littératures et cultures étrangères et régionales;Licence Pluri Sciences fondamentales et applications;1;0.0;0
2023;Sciences de la vie et de la Terre Spécialité,Langues, littératures et cultures étrangères et régionales;Licence Pluri Sciences humaines et sociales;49;10.0;1
2023;Sciences de la vie et de la Terre Spécialité,Langues, littératures et cultures étrangères et régionales;Licence STAPS;1168;697.0;437
2023;Sciences de la vie et de la Terre Spécialité,Langues, littératures et cultures étrangères et régionales;Licence Sciences de la vie, biologie, santé;1469;665.0;258
2023;Sciences de la vie et de la Terre Spécialité,Langues, littératures et cultures étrangères et régionales;Licence Sciences du langage - Linguistique;229;166.0;36
2023;Sciences de la vie et de la Terre Spécialité,Langues, littératures et cultures étrangères et régionales;Licence Sciences politiques;61;9.0;5
2023;Sciences de la vie et de la Terre Spécialité,Numérique et Sciences Informatiques;Ecoles d'ingénieurs;71;28.0;16
2023;Sciences de la vie et de la Terre Spécialité,Numérique et Sciences Informatiques;Licence Informatique;213;114.0;32
2023;Sciences de la vie et de la Terre Spécialité,Numérique et Sciences Informatiques;Licence Mathématiques et informatique;1;0.0;0
2023;Sciences de la vie et de la Terre Spécialité,Numérique et Sciences Informatiques;Licence Philosophie, Epistémologie;5;2.0;0
2023;Sciences de la vie et de la Terre Spécialité,Numérique et Sciences Informatiques;Licence Pluri Lettres - Sciences du langage - Arts;0;0.0;0
2023;Sciences de la vie et de la Terre Spécialité,Numérique et Sciences Informatiques;Licence Pluri Sciences économiques - Gestion;36;15.0;4
2023;Sciences de la vie et de la Terre Spécialité,Numérique et Sciences Informatiques;Licence Psychlogie, Sciences cognitives;58;23.0;6
2023;Sciences de la vie et de la Terre Spécialité,Numérique et Sciences Informatiques;PASS;91;33.0;18
2023;Sciences de la vie et de la Terre Spécialité,Sciences Economiques et Sociales Spécialité;Autres formations;2387;678.0;231
2023;Sciences de la vie et de la Terre Spécialité,Sciences Economiques et Sociales Spécialité;CPGE ECG;232;115.0;30
2023;Sciences de la vie et de la Terre Spécialité,Sciences Economiques et Sociales Spécialité;CUPGE;22;2.0;0
2023;Sciences de la vie et de la Terre Spécialité,Sciences Economiques et Sociales Spécialité;D.E  social;458;145.0;110
2023;Sciences de la vie et de la Terre Spécialité,Sciences Economiques et Sociales Spécialité;Ensemble des bacheliers;11996;11267.0;9849
2023;Sciences de la vie et de la Terre Spécialité,Sciences Economiques et Sociales Spécialité;Formations d'ART;403;71.0;38
2023;Sciences de la vie et de la Terre Spécialité,Sciences Economiques et Sociales Spécialité;Licence Géographie;283;223.0;64
2023;Sciences de la vie et de la Terre Spécialité,Sciences Economiques et Sociales Spécialité;Licence Langues et littératures françaises;401;241.0;50
2023;Sciences de la vie et de la Terre Spécialité,Sciences Economiques et Sociales Spécialité;Licence MASS;63;28.0;3
2023;Sciences de la vie et de la Terre Spécialité,Sciences Economiques et Sociales Spécialité;Licence Philosophie, Epistémologie;292;131.0;18
2023;Sciences de la vie et de la Terre Spécialité,Sciences Economiques et Sociales Spécialité;Licence Pluri Lettres - Sciences du langage - Arts;45;28.0;0
2023;Sciences de la vie et de la Terre Spécialité,Sciences Economiques et Sociales Spécialité;Licence Pluri Sciences économiques - Gestion;2338;1449.0;324
2023;Sciences de la vie et de la Terre Spécialité,Sciences Economiques et Sociales Spécialité;Licence Sciences de l univers, de la terre, de l espace;514;192.0;23
2023;Sciences de la vie et de la Terre Spécialité,Sciences Economiques et Sociales Spécialité;Licence Sciences religieuses;6;6.0;0
2023;Sciences de la vie et de la Terre Spécialité,Sciences Economiques et Sociales Spécialité;Licence Sociologie, Démographie;2015;1420.0;203
2023;Sciences de la vie et de la Terre Spécialité,Sciences de l'ingénieur et sciences physiques;Autres formations;26;5.0;1
2023;Sciences de la vie et de la Terre Spécialité,Sciences de l'ingénieur et sciences physiques;BUT Production;45;24.0;12
2023;Sciences de la vie et de la Terre Spécialité,Sciences de l'ingénieur et sciences physiques;CPGE ECG;1;0.0;0
2023;Sciences de la vie et de la Terre Spécialité,Sciences de l'ingénieur et sciences physiques;Formations d'ART;8;2.0;1
2023;Sciences de la vie et de la Terre Spécialité,Sciences de l'ingénieur et sciences physiques;Formations des écoles nationales vétérinaires;1;0.0;0
2023;Sciences de la vie et de la Terre Spécialité,Sciences de l'ingénieur et sciences physiques;Licence Electronique, Génie électrique, EEA;2;2.0;0
2023;Sciences de la vie et de la Terre Spécialité,Sciences de l'ingénieur et sciences physiques;Licence Génie civil;4;2.0;0
2023;Sciences de la vie et de la Terre Spécialité,Sciences de l'ingénieur et sciences physiques;Licence Langues et littératures françaises;0;0.0;0
2023;Sciences de la vie et de la Terre Spécialité,Sciences de l'ingénieur et sciences physiques;Licence Pluri Droit - Sciences éco - AES;1;0.0;0
2023;Sciences de la vie et de la Terre Spécialité,Sciences de l'ingénieur et sciences physiques;Licence Pluri Lettres - Sciences du langage - Arts;1;0.0;0
2023;Sciences de la vie et de la Terre Spécialité,Sciences de l'ingénieur et sciences physiques;Licence Pluri Sciences;5;2.0;1
2023;Sciences de la vie et de la Terre Spécialité,Sciences de l'ingénieur et sciences physiques;Licence Sciences juridiques;12;5.0;2
2023;Sciences de la vie et de la Terre Spécialité,Sciences de l'ingénieur et sciences physiques;Licence Sciences politiques;0;0.0;0
2023;Sciences de la vie et de la Terre Spécialité,Sciences de l'ingénieur et sciences physiques;Licence Sciences économiques;0;0.0;0
2023;Sciences de la vie et de la Terre Spécialité,Éducation physique, pratiques et culture sportives;CPGE L;2;2.0;1
2023;Sciences de la vie et de la Terre Spécialité,Éducation physique, pratiques et culture sportives;CUPGE;0;0.0;0
2023;Sciences de la vie et de la Terre Spécialité,Éducation physique, pratiques et culture sportives;Ecoles d'ingénieurs;8;2.0;0
2023;Sciences de la vie et de la Terre Spécialité,Éducation physique, pratiques et culture sportives;Formations d'ART;9;1.0;0
2023;Sciences de la vie et de la Terre Spécialité,Éducation physique, pratiques et culture sportives;Licence Géographie;17;12.0;3
2023;Sciences de la vie et de la Terre Spécialité,Éducation physique, pratiques et culture sportives;Licence Mathématiques;22;1.0;0
2023;Sciences de la vie et de la Terre Spécialité,Éducation physique, pratiques et culture sportives;Licence Mathématiques et informatique;0;0.0;0
2023;Sciences de la vie et de la Terre Spécialité,Éducation physique, pratiques et culture sportives;Licence Philosophie, Epistémologie;6;3.0;0
2023;Sciences de la vie et de la Terre Spécialité,Éducation physique, pratiques et culture sportives;Licence Pluri Sciences;25;7.0;1
2023;Sciences de la vie et de la Terre Spécialité,Éducation physique, pratiques et culture sportives;Licence Sciences du langage - Linguistique;9;8.0;2
2023;Sciences de la vie et de la Terre Spécialité,Éducation physique, pratiques et culture sportives;Licence Sciences religieuses;0;0.0;0
2021;Art,Art;Licence AES;1;1.0;0
2021;Art,Art;Licence Arts;1;1.0;1
2021;Art,Art;Licence Génie civil;0;0.0;0
2021;Art,Art;Licence Histoire;1;0.0;0
2021;Art,Art;Licence Langues et littératures étrangères;0;0.0;0
2021;Art,Art;Licence MASS;0;0.0;0
2021;Art,Art;Licence Mécanique, Génie mécanique, Ingénierie mécanique;0;0.0;0
2021;Art,Art;Licence Pluri Sciences;0;0.0;0
2021;Art,Art;Licence Pluri Sciences économiques - Gestion;0;0.0;0
2021;Art,Art;Licence Sciences juridiques;0;0.0;0
2021;Art,Art;BUT Production;1;0.0;0
2021;Art,Art;BTS Agricole;0;0.0;0
2021;Art,Art;BTS Production;0;0.0;0
2021;Art,Art;Ecoles de Commerce;0;0.0;0
2021;Art,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Archéologie, Ethno, Préhistoire, Anthropologie;94;47.0;10
2021;Art,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Histoire;1315;1093.0;428
2021;Art,Histoire-Géographie, Géopolitique et Sciences politiques;Licence LEA;175;107.0;36
2021;Art,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Mathématiques et informatique;0;0.0;0
2021;Art,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Pluri Sciences de la vie, de la santé, de la terre et de l univers;6;3.0;1
2021;Art,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Pluri Sciences fondamentales et applications;0;0.0;0
2021;Art,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Sciences du langage - Linguistique;102;63.0;15
2021;Art,Histoire-Géographie, Géopolitique et Sciences politiques;BTS Production;106;17.0;5
2021;Art,Humanités, Littérature et Philosophie;Licence AES;49;18.0;4
2021;Art,Humanités, Littérature et Philosophie;Licence Arts;1928;1516.0;720
2021;Art,Humanités, Littérature et Philosophie;Licence Géographie;69;26.0;5
2021;Art,Humanités, Littérature et Philosophie;Licence Langues et littératures étrangères;488;362.0;119
2021;Art,Humanités, Littérature et Philosophie;Licence Pluri Sciences fondamentales et applications;0;0.0;0
2021;Art,Humanités, Littérature et Philosophie;Licence Sciences et technologies industrielles;18;9.0;4
2021;Art,Humanités, Littérature et Philosophie;CPGE S;73;12.0;4
2021;Art,Humanités, Littérature et Philosophie;D.E sanitaire;76;20.0;15
2021;Art,Humanités, Littérature et Philosophie;DEUST;82;27.0;15
2021;Art,Humanités, Littérature et Philosophie;Ensemble des bacheliers;3487;3087.0;2587
2021;Art,Langues, littératures et cultures étrangères et régionales;Licence Electronique, Génie électrique, EEA;0;0.0;0
2021;Art,Langues, littératures et cultures étrangères et régionales;Licence Géographie;83;39.0;11
2021;Art,Langues, littératures et cultures étrangères et régionales;Licence Mathématiques;7;2.0;0
2021;Art,Langues, littératures et cultures étrangères et régionales;Licence Mathématiques et informatique;0;0.0;0
2021;Art,Langues, littératures et cultures étrangères et régionales;Licence Pluri Lettres - Langues - Sciences humaines;257;160.0;35
2021;Art,Langues, littératures et cultures étrangères et régionales;Licence Pluri Lettres - Sciences du langage - Arts;31;21.0;1
2021;Art,Langues, littératures et cultures étrangères et régionales;Licence Pluri Sciences fondamentales et applications;0;0.0;0
2021;Art,Langues, littératures et cultures étrangères et régionales;Licence Sciences de l univers, de la terre, de l espace;5;0.0;0
2021;Art,Langues, littératures et cultures étrangères et régionales;Licence Sciences de la vie, biologie, santé;16;4.0;1
2021;Art,Langues, littératures et cultures étrangères et régionales;Licence Sciences religieuses;2;2.0;1
2021;Art,Langues, littératures et cultures étrangères et régionales;Licence Sciences économiques;16;2.0;1
2021;Art,Langues, littératures et cultures étrangères et régionales;Licence Sociologie, Démographie;313;199.0;49
2021;Art,Langues, littératures et cultures étrangères et régionales;BUT Service;547;111.0;51
2021;Art,Langues, littératures et cultures étrangères et régionales;CPGE L;349;199.0;88
2021;Art,Langues, littératures et cultures étrangères et régionales;Ensemble des bacheliers;6475;5623.0;4615
2021;Art,Mathématiques Spécialité;Licence Formation générale aux métiers de l ingénieur;23;9.0;3
2021;Art,Mathématiques Spécialité;Licence Informatique;78;42.0;16
2021;Art,Mathématiques Spécialité;Licence Pluri Droit - Sciences éco - AES;0;0.0;0
2021;Art,Mathématiques Spécialité;Licence Sociologie, Démographie;67;50.0;6
2021;Art,Mathématiques Spécialité;Ecoles de Commerce;33;18.0;14
2021;Art,Numérique et Sciences Informatiques;Licence MASS;4;2.0;1
2021;Art,Numérique et Sciences Informatiques;Licence Mécanique, Génie mécanique, Ingénierie mécanique;0;0.0;0
2021;Art,Numérique et Sciences Informatiques;Licence Pluri Langues;0;0.0;0
2021;Art,Numérique et Sciences Informatiques;Licence Sciences du langage - Linguistique;7;5.0;0
2021;Art,Numérique et Sciences Informatiques;BUT Service;33;6.0;1
2021;Art,Numérique et Sciences Informatiques;Formations d'ART;213;57.0;35
2021;Art,Numérique et Sciences Informatiques;DCG;2;0.0;0
2021;Art,Numérique et Sciences Informatiques;Sciences po;1;0.0;0
2021;Art,Physique-Chimie Spécialité;Licence Arts;307;240.0;102
2021;Art,Physique-Chimie Spécialité;Licence LEA;35;26.0;4
2021;Art,Physique-Chimie Spécialité;Licence Langues et littératures françaises;30;14.0;3
2021;Art,Physique-Chimie Spécialité;Licence Mathématiques et informatique;0;0.0;0
2021;Art,Physique-Chimie Spécialité;Licence Physique et chimie;20;9.0;1
2021;Art,Physique-Chimie Spécialité;Licence Pluri Langues;0;0.0;0
2021;Art,Physique-Chimie Spécialité;Licence Psychlogie, Sciences cognitives;45;29.0;9
2021;Art,Physique-Chimie Spécialité;Licence Sciences de l éducation;12;5.0;2
2021;Art,Physique-Chimie Spécialité;Licence Sciences politiques;7;1.0;0
2021;Art,Physique-Chimie Spécialité;BUT Production;89;28.0;15
2021;Art,Physique-Chimie Spécialité;CPGE L;23;19.0;7
2021;Art,Physique-Chimie Spécialité;DCG;2;1.0;0
2021;Art,Sciences Economiques et Sociales Spécialité;Licence Formation générale aux métiers de l ingénieur;2;0.0;0
2021;Art,Sciences Economiques et Sociales Spécialité;Licence LEA;187;135.0;46
2021;Art,Sciences Economiques et Sociales Spécialité;Licence Physique;1;0.0;0
2021;Art,Sciences Economiques et Sociales Spécialité;Licence Physique et chimie;0;0.0;0
2021;Art,Sciences Economiques et Sociales Spécialité;Licence Pluri Lettres - Langues - Sciences humaines;60;44.0;10
2021;Art,Sciences Economiques et Sociales Spécialité;Licence Pluri Sciences humaines et sociales;9;1.0;0
2021;Art,Sciences Economiques et Sociales Spécialité;Licence Pluri Sciences économiques - Gestion;313;160.0;42
2021;Art,Sciences Economiques et Sociales Spécialité;Licence Sciences du langage - Linguistique;75;41.0;10
2021;Art,Sciences Economiques et Sociales Spécialité;Licence Sciences religieuses;1;0.0;0
2021;Art,Sciences Economiques et Sociales Spécialité;PASS;15;1.0;0
2021;Art,Sciences Economiques et Sociales Spécialité;BTS Agricole;44;26.0;5
2021;Art,Sciences Economiques et Sociales Spécialité;CPGE ECG;48;16.0;5
2021;Art,Sciences Economiques et Sociales Spécialité;CPGE L;67;45.0;19
2021;Art,Sciences de l'ingénieur et sciences physiques;Licence Archéologie, Ethno, Préhistoire, Anthropologie;0;0.0;0
2021;Art,Sciences de l'ingénieur et sciences physiques;Licence Electronique, Génie électrique, EEA;0;0.0;0
2021;Art,Sciences de l'ingénieur et sciences physiques;Licence Formation générale aux métiers de l ingénieur;2;0.0;0
2021;Art,Sciences de l'ingénieur et sciences physiques;Licence Histoire;4;3.0;1
2021;Art,Sciences de l'ingénieur et sciences physiques;Licence MASS;0;0.0;0
2021;Art,Sciences de l'ingénieur et sciences physiques;Licence Mathématiques;0;0.0;0
2021;Art,Sciences de l'ingénieur et sciences physiques;Licence Mécanique, Génie mécanique, Ingénierie mécanique;0;0.0;0
2021;Art,Sciences de l'ingénieur et sciences physiques;Licence Physique et chimie;0;0.0;0
2021;Art,Sciences de l'ingénieur et sciences physiques;Licence Pluri Sciences;0;0.0;0
2021;Art,Sciences de l'ingénieur et sciences physiques;Licence Pluri Sciences fondamentales et applications;0;0.0;0
2021;Art,Sciences de l'ingénieur et sciences physiques;Licence STAPS;5;4.0;4
2021;Art,Sciences de l'ingénieur et sciences physiques;Licence Sciences de l univers, de la terre, de l espace;1;0.0;0
2021;Art,Sciences de l'ingénieur et sciences physiques;Licence Sciences religieuses;0;0.0;0
2021;Art,Sciences de l'ingénieur et sciences physiques;Licence Sociologie, Démographie;0;0.0;0
2021;Art,Sciences de l'ingénieur et sciences physiques;PASS;0;0.0;0
2021;Art,Sciences de l'ingénieur et sciences physiques;BUT Production;9;3.0;1
2021;Art,Sciences de l'ingénieur et sciences physiques;BTS Service;14;5.0;2
2021;Art,Sciences de la vie et de la Terre Spécialité;Licence Chimie;33;12.0;4
2021;Art,Sciences de la vie et de la Terre Spécialité;Licence Electronique, Génie électrique, EEA;0;0.0;0
2021;Art,Sciences de la vie et de la Terre Spécialité;Licence Génie civil;1;1.0;0
2021;Art,Sciences de la vie et de la Terre Spécialité;Licence Informatique;20;7.0;5
2021;Art,Sciences de la vie et de la Terre Spécialité;Licence Langues et littératures françaises;56;37.0;8
2021;Art,Sciences de la vie et de la Terre Spécialité;Licence Mécanique, Génie mécanique, Ingénierie mécanique;0;0.0;0
2021;Art,Sciences de la vie et de la Terre Spécialité;Licence Pluri Lettres - Langues - Sciences humaines;11;6.0;1
2021;Art,Sciences de la vie et de la Terre Spécialité;Licence Pluri Sciences;13;5.0;2
2021;Art,Sciences de la vie et de la Terre Spécialité;Licence Pluri Sciences fondamentales et applications;0;0.0;0
2021;Art,Sciences de la vie et de la Terre Spécialité;Licence STAPS;171;81.0;52
2021;Art,Sciences de la vie et de la Terre Spécialité;Licence Sciences de l information et de la communication;32;12.0;3
2021;Art,Sciences de la vie et de la Terre Spécialité;Licence Sciences de l éducation;57;28.0;13
2021;Art,Sciences de la vie et de la Terre Spécialité;Licence Sciences de la vie, biologie, santé;196;82.0;30
2021;Art,Sciences de la vie et de la Terre Spécialité;Licence Sciences économiques;5;2.0;1
2021;Art,Sciences de la vie et de la Terre Spécialité;Formations d'ART;277;79.0;42
2021;Art,Sciences de la vie et de la Terre Spécialité;DCG;1;0.0;0
2021;Biologie/Ecologie,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Electronique, Génie électrique, EEA;0;0.0;0
2021;Biologie/Ecologie,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Formation générale aux métiers de l ingénieur;1;1.0;1
2021;Biologie/Ecologie,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Géographie;2;2.0;1
2021;Biologie/Ecologie,Histoire-Géographie, Géopolitique et Sciences politiques;Licence LEA;3;2.0;0
2021;Biologie/Ecologie,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Physique;0;0.0;0
2021;Biologie/Ecologie,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Pluri Lettres - Sciences du langage - Arts;0;0.0;0
2021;Biologie/Ecologie,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Pluri Sciences;1;0.0;0
2021;Biologie/Ecologie,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Pluri Sciences de la vie, de la santé, de la terre et de l univers;0;0.0;0
2021;Biologie/Ecologie,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Psychlogie, Sciences cognitives;2;0.0;0
2021;Biologie/Ecologie,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Sciences du langage - Linguistique;2;2.0;0
2021;Biologie/Ecologie,Histoire-Géographie, Géopolitique et Sciences politiques;PASS;0;0.0;0
2021;Biologie/Ecologie,Histoire-Géographie, Géopolitique et Sciences politiques;BUT Service;1;0.0;0
2021;Biologie/Ecologie,Histoire-Géographie, Géopolitique et Sciences politiques;CPGE S;1;0.0;0
2021;Biologie/Ecologie,Histoire-Géographie, Géopolitique et Sciences politiques;Ecoles d'ingénieurs;1;0.0;0
2021;Biologie/Ecologie,Histoire-Géographie, Géopolitique et Sciences politiques;D.E  social;0;0.0;0
2021;Biologie/Ecologie,Histoire-Géographie, Géopolitique et Sciences politiques;D.E sanitaire;1;1.0;1
2021;Biologie/Ecologie,Histoire-Géographie, Géopolitique et Sciences politiques;DCG;0;0.0;0
